,0,1,2,3,4,5
4800,0.0,0.0,0.0,0.0,0.0,0.0
4830,0.0,0.0,0.0,0.0,0.0,0.0
4860,0.0,0.0,0.0,0.0,0.0,0.0
4890,0.0,0.0,0.0,0.0,0.0,0.0
4920,0.0,0.0,0.0,0.0,0.0,0.0
4950,0.0,0.0,0.0,0.0,0.0,0.0
4980,0.0,0.0,0.0,0.0,0.0,0.0
5010,0.0,0.0,0.0,0.0,0.0,0.0
5040,0.0,0.0,0.0,0.0,0.0,0.0
5070,0.0,0.0,0.0,0.0,0.0,0.0
5100,0.0,0.0,0.0,0.0,0.0,0.0
5130,0.0,0.0,0.0,0.0,0.0,0.0
5160,0.0,0.0,0.0,0.0,0.0,0.0
5190,0.0,0.0,0.0,0.0,0.0,0.0
5220,0.0,0.0,0.0,0.0,0.0,0.0
5250,0.0,0.0,0.0,0.0,0.0,0.0
5280,0.0,0.0,0.0,0.0,0.0,0.0
5310,0.0,0.0,0.0,0.0,0.0,0.0
5340,0.0,0.0,0.0,0.0,0.0,0.0
5370,0.0,0.0,0.0,0.0,0.0,0.0
5400,0.0,0.0,0.0,0.0,0.0,0.0
5430,0.0,0.0,0.0,0.0,0.0,0.0
5460,0.0,0.0,0.0,0.0,0.0,0.0
5490,0.0,0.0,0.0,0.0,0.0,0.0
5520,0.0,0.0,0.0,0.0,0.0,0.0
5550,0.0,0.0,0.0,0.0,0.0,0.0
5580,0.0,0.0,0.0,0.0,0.0,0.0
5610,0.0,0.0,0.0,0.0,0.0,0.0
5640,0.0,0.0,0.0,0.0,0.0,0.0
5670,0.0,0.0,0.0,0.0,0.0,0.0
5700,0.0,0.0,0.0,0.0,0.0,0.0
5730,0.0,0.0,0.0,0.0,0.0,0.0
5760,0.0,0.0,0.0,0.0,0.0,0.0
5790,0.0,0.0,0.0,0.0,0.0,0.0
5820,0.0,0.0,0.0,0.0,0.0,0.0
5850,0.0,0.0,0.0,0.0,0.0,0.0
5880,0.0,0.0,0.0,0.0,0.0,0.0
5910,0.0,0.0,0.0,0.0,0.0,0.0
5940,0.0,0.0,0.0,0.0,0.0,0.0
5970,0.0,0.0,0.0,0.0,0.0,0.0
6000,0.0,0.0,0.0,0.0,0.0,0.0
6030,0.0,0.0,0.0,0.0,0.0,0.0
6060,0.0,0.0,0.0,0.0,0.0,0.0
6090,0.0,0.0,0.0,0.0,0.0,0.0
6120,0.0,0.0,0.0,0.0,0.0,0.0
6150,0.0,0.0,0.0,0.0,0.0,0.0
6180,0.0,0.0,0.0,0.0,0.0,0.0
6210,0.0,0.0,0.0,0.0,0.0,0.0
6240,0.0,0.0,0.0,0.0,0.0,0.0
6270,0.0,0.0,0.0,0.0,0.0,0.0
6300,0.0,0.0,0.0,0.0,0.0,0.0
6330,0.0,0.0,0.0,0.0,0.0,0.0
6360,0.0,0.0,0.0,0.0,0.0,0.0
6390,0.0,0.0,0.0,0.0,0.0,0.0
6420,0.0,0.0,0.0,0.0,0.0,0.0
6450,0.0,0.0,0.0,0.0,0.0,0.0
6480,0.0,0.0,0.0,0.0,0.0,0.0
6510,0.0,0.0,0.0,0.0,0.0,0.0
6540,0.0,0.0,0.0,0.0,0.0,0.0
6570,0.0,0.0,0.0,0.0,0.0,0.0
6600,0.0,0.0,0.0,0.0,0.0,0.0
6630,0.0,0.0,0.0,0.0,0.0,0.0
6660,0.0,0.0,0.0,0.0,0.0,0.0
6690,0.0,0.0,0.0,0.0,0.0,0.0
6720,0.0,0.0,0.0,0.0,0.0,0.0
6750,0.0,0.0,0.0,0.0,0.0,0.0
6780,0.0,0.0,0.0,0.0,0.0,0.0
6810,0.0,0.0,0.0,0.0,0.0,0.0
6840,0.0,0.0,0.0,0.0,0.0,0.0
6870,0.0,0.0,0.0,0.0,0.0,0.0
6900,0.0,0.0,0.0,0.0,0.0,0.0
6930,0.0,0.0,0.0,0.0,0.0,0.0
6960,0.0,0.0,0.0,0.0,0.0,0.0
6990,0.0,0.0,0.0,0.0,0.0,0.0
7020,0.0,0.0,0.0,0.0,0.0,0.0
7050,0.0,0.0,0.0,0.0,0.0,0.0
7080,0.0,0.0,0.0,0.0,0.0,0.0
7110,0.0,0.0,0.0,0.0,0.0,0.0
7140,0.0,0.0,0.0,0.0,0.0,0.0
7170,0.0,0.0,0.0,0.0,0.0,0.0
7200,0.0,0.0,0.0,0.0,0.0,0.0
7230,0.004166666666666652,0.0,0.0025000000000000022,0.0,0.0,0.0
7260,0.00833333333333336,0.0,0.0050000000000000044,0.0,0.0,0.0
7290,0.012500000000000011,0.0,0.007500000000000007,0.0,0.0,0.0
7320,0.016666666666666663,0.0,0.010000000000000009,0.0,0.0,0.0
7350,0.020833333333333315,0.0,0.012500000000000011,0.0,0.0,0.0
7380,0.025000000000000022,0.0,0.015000000000000013,0.0,0.0,0.0
7410,0.029166666666666674,0.0,0.017500000000000016,0.0,0.0,0.0
7440,0.033333333333333326,0.0,0.020000000000000018,0.0,0.0,0.0
7470,0.03749999999999998,0.0,0.02250000000000002,0.0,0.0,0.0
7500,0.041666666666666685,0.0,0.025000000000000022,0.0,0.0,0.0
7530,0.04583333333333334,0.0,0.027500000000000024,0.0,0.0,0.0
7560,0.04999999999999999,0.0,0.02999999999999997,0.0,0.0,0.0
7590,0.05416666666666664,0.0,0.03249999999999997,0.0,0.0,0.0
7620,0.05833333333333335,0.0,0.034999999999999976,0.0,0.0,0.0
7650,0.0625,0.0,0.03749999999999998,0.0,0.0,0.0
7680,0.06666666666666665,0.0,0.03999999999999998,0.0,0.0,0.0
7710,0.07083333333333336,0.0,0.04249999999999998,0.0,0.0,0.0
7740,0.07500000000000001,0.0,0.044999999999999984,0.0,0.0,0.0
7770,0.07916666666666666,0.0,0.04749999999999999,0.0,0.0,0.0
7800,0.08333333333333331,0.0,0.04999999999999999,0.0,0.0,0.0
7830,0.08750000000000002,0.0,0.05249999999999999,0.0,0.0,0.0
7860,0.09166666666666667,0.0,0.05499999999999999,0.0,0.0,0.0
7890,0.09583333333333333,0.0,0.057499999999999996,0.0,0.0,0.0
7920,0.09999999999999998,0.0,0.06,0.0,0.0,0.0
7950,0.10416666666666669,0.0,0.0625,0.0,0.0,0.0
7980,0.10833333333333334,0.0,0.065,0.0,0.0,0.0
8010,0.11249999999999999,0.0,0.0675,0.0,0.0,0.0
8040,0.11666666666666664,0.0,0.07,0.0,0.0,0.0
8070,0.12083333333333335,0.0,0.07250000000000001,0.0,0.0,0.0
8100,0.125,0.0,0.07499999999999998,0.0,0.0,0.0
8130,0.12916666666666665,0.0,0.07749999999999999,0.0,0.0,0.0
8160,0.13333333333333336,0.0,0.07999999999999999,0.0,0.0,0.0
8190,0.1375,0.0,0.08249999999999999,0.0,0.0,0.0
8220,0.14166666666666666,0.0,0.08499999999999999,0.0,0.0,0.0
8250,0.14583333333333331,0.0,0.0875,0.0,0.0,0.0
8280,0.15000000000000002,0.0,0.09,0.0,0.0,0.0
8310,0.15416666666666667,0.0,0.0925,0.0,0.0,0.0
8340,0.15833333333333333,0.0,0.095,0.0,0.0,0.0
8370,0.16249999999999998,0.0,0.0975,0.0,0.0,0.0
8400,0.16666666666666669,0.0,0.1,0.0,0.0,0.0
8430,0.17083333333333334,0.0,0.10250000000000001,0.0,0.0,0.0
8460,0.175,0.0,0.10499999999999998,0.0,0.0,0.0
8490,0.17916666666666664,0.0,0.10749999999999998,0.0,0.0,0.0
8520,0.18333333333333335,0.0,0.10999999999999999,0.0,0.0,0.0
8550,0.1875,0.0,0.11249999999999999,0.0,0.0,0.0
8580,0.19166666666666665,0.0,0.11499999999999999,0.0,0.0,0.0
8610,0.19583333333333336,0.0,0.1175,0.0,0.0,0.0
8640,0.2,0.0,0.12,0.0,0.0,0.0
8670,0.20416666666666666,0.0,0.1225,0.0,0.0,0.0
8700,0.20833333333333331,0.0,0.125,0.0,0.0,0.0
8730,0.21250000000000002,0.0,0.1275,0.0,0.0,0.0
8760,0.21666666666666667,0.0,0.13,0.0,0.0,0.0
8790,0.22083333333333333,0.0,0.1325,0.0,0.0,0.0
8820,0.22499999999999998,0.0,0.13499999999999998,0.0,0.0,0.0
8850,0.22916666666666669,0.0,0.13749999999999998,0.0,0.0,0.0
8880,0.23333333333333334,0.0,0.13999999999999999,0.0,0.0,0.0
8910,0.2375,0.0,0.1425,0.0,0.0,0.0
8940,0.24166666666666664,0.0,0.145,0.0,0.0,0.0
8970,0.24583333333333335,0.0,0.1475,0.0,0.0,0.0
9000,0.25,0.0,0.15,0.0,0.0,0.0
9030,0.25416666666666665,0.0,0.1525,0.0,0.0,0.0
9060,0.2583333333333333,0.0,0.155,0.0,0.0,0.0
9090,0.2625,0.0,0.1575,0.0,0.0,0.0
9120,0.26666666666666666,0.0,0.16,0.0,0.0,0.0
9150,0.27083333333333337,0.0,0.1625,0.0,0.0,0.0
9180,0.275,0.0,0.16499999999999998,0.0,0.0,0.0
9210,0.2791666666666667,0.0,0.16749999999999998,0.0,0.0,0.0
9240,0.2833333333333333,0.0,0.16999999999999998,0.0,0.0,0.0
9270,0.2875,0.0,0.1725,0.0,0.0,0.0
9300,0.29166666666666663,0.0,0.175,0.0,0.0,0.0
9330,0.29583333333333334,0.0,0.1775,0.0,0.0,0.0
9360,0.3,0.0,0.18,0.0,0.0,0.0
9390,0.3041666666666667,0.0,0.1825,0.0,0.0,0.0
9420,0.30833333333333335,0.0,0.185,0.0,0.0,0.0
9450,0.3125,0.0,0.1875,0.0,0.0,0.0
9480,0.31666666666666665,0.0,0.19,0.0,0.0,0.0
9510,0.3208333333333333,0.0,0.1925,0.0,0.0,0.0
9540,0.325,0.0,0.195,0.0,0.0,0.0
9570,0.32916666666666666,0.0,0.1975,0.0,0.0,0.0
9600,0.33333333333333337,0.0,0.2,0.0,0.0,0.0
9630,0.3375,0.0,0.20249999999999999,0.0,0.0,0.0
9660,0.3416666666666667,0.0,0.205,0.0,0.0,0.0
9690,0.3458333333333333,0.0,0.2075,0.0,0.0,0.0
9720,0.35,0.0,0.21,0.0,0.0,0.0
9750,0.35416666666666663,0.0,0.2125,0.0,0.0,0.0
9780,0.35833333333333334,0.0,0.215,0.0,0.0,0.0
9810,0.3625,0.0,0.21749999999999997,0.0,0.0,0.0
9840,0.3666666666666667,0.0,0.21999999999999997,0.0,0.0,0.0
9870,0.37083333333333335,0.0,0.22249999999999998,0.0,0.0,0.0
9900,0.375,0.0,0.22499999999999998,0.0,0.0,0.0
9930,0.37916666666666665,0.0,0.22749999999999998,0.0,0.0,0.0
9960,0.3833333333333333,0.0,0.22999999999999998,0.0,0.0,0.0
9990,0.3875,0.0,0.23249999999999998,0.0,0.0,0.0
10020,0.39166666666666666,0.0,0.235,0.0,0.0,0.0
10050,0.3958333333333333,0.0,0.2375,0.0,0.0,0.0
10080,0.4,0.0,0.24,0.0,0.0,0.0
10110,0.4041666666666667,0.0,0.2425,0.0,0.0,0.0
10140,0.4083333333333333,0.0,0.245,0.0,0.0,0.0
10170,0.4125,0.0,0.2475,0.0,0.0,0.0
10200,0.4166666666666667,0.0,0.25,0.0,0.0,0.0
10230,0.42083333333333334,0.0,0.2525,0.0,0.0,0.0
10260,0.425,0.0,0.255,0.0,0.0,0.0
10290,0.4291666666666667,0.0,0.2575,0.0,0.0,0.0
10320,0.43333333333333335,0.0,0.26,0.0,0.0,0.0
10350,0.4375,0.0,0.2625,0.0,0.0,0.0
10380,0.44166666666666665,0.0,0.265,0.0,0.0,0.0
10410,0.4458333333333333,0.0,0.26749999999999996,0.0,0.0,0.0
10440,0.45,0.0,0.27,0.0,0.0,0.0
10470,0.45416666666666666,0.0,0.27249999999999996,0.0,0.0,0.0
10500,0.4583333333333333,0.0,0.27499999999999997,0.0,0.0,0.0
10530,0.4625,0.0,0.27749999999999997,0.0,0.0,0.0
10560,0.4666666666666667,0.0,0.27999999999999997,0.0,0.0,0.0
10590,0.4708333333333333,0.0,0.2825,0.0,0.0,0.0
10620,0.475,0.0,0.285,0.0,0.0,0.0
10650,0.4791666666666667,0.0,0.2875,0.0,0.0,0.0
10680,0.48333333333333334,0.0,0.29,0.0,0.0,0.0
10710,0.4875,0.0,0.2925,0.0,0.0,0.0
10740,0.49166666666666664,0.0,0.295,0.0,0.0,0.0
10770,0.49583333333333335,0.0,0.2975,0.0,0.0,0.0
10800,0.5,0.0,0.3,0.0,0.0,0.0
10830,0.49583333333333335,0.0,0.2975,0.0,0.0,0.0
10860,0.49166666666666664,0.0,0.295,0.0,0.0,0.0
10890,0.4875,0.0,0.2925,0.0,0.0,0.0
10920,0.48333333333333334,0.0,0.29,0.0,0.0,0.0
10950,0.4791666666666667,0.0,0.2875,0.0,0.0,0.0
10980,0.475,0.0,0.285,0.0,0.0,0.0
11010,0.4708333333333333,0.0,0.2825,0.0,0.0,0.0
11040,0.4666666666666667,0.0,0.27999999999999997,0.0,0.0,0.0
11070,0.4625,0.0,0.27749999999999997,0.0,0.0,0.0
11100,0.4583333333333333,0.0,0.27499999999999997,0.0,0.0,0.0
11130,0.45416666666666666,0.0,0.27249999999999996,0.0,0.0,0.0
11160,0.45,0.0,0.27,0.0,0.0,0.0
11190,0.4458333333333333,0.0,0.26749999999999996,0.0,0.0,0.0
11220,0.44166666666666665,0.0,0.265,0.0,0.0,0.0
11250,0.4375,0.0,0.2625,0.0,0.0,0.0
11280,0.43333333333333335,0.0,0.26,0.0,0.0,0.0
11310,0.4291666666666667,0.0,0.2575,0.0,0.0,0.0
11340,0.425,0.0,0.255,0.0,0.0,0.0
11370,0.42083333333333334,0.0,0.2525,0.0,0.0,0.0
11400,0.4166666666666667,0.0,0.25,0.0,0.0,0.0
11430,0.4125,0.0,0.2475,0.0,0.0,0.0
11460,0.4083333333333333,0.0,0.245,0.0,0.0,0.0
11490,0.4041666666666667,0.0,0.2425,0.0,0.0,0.0
11520,0.4,0.0,0.24,0.0,0.0,0.0
11550,0.3958333333333333,0.0,0.2375,0.0,0.0,0.0
11580,0.39166666666666666,0.0,0.235,0.0,0.0,0.0
11610,0.3875,0.0,0.23249999999999998,0.0,0.0,0.0
11640,0.3833333333333333,0.0,0.22999999999999998,0.0,0.0,0.0
11670,0.37916666666666665,0.0,0.22749999999999998,0.0,0.0,0.0
11700,0.375,0.0,0.22499999999999998,0.0,0.0,0.0
11730,0.37083333333333335,0.0,0.22249999999999998,0.0,0.0,0.0
11760,0.3666666666666667,0.0,0.21999999999999997,0.0,0.0,0.0
11790,0.3625,0.0,0.21749999999999997,0.0,0.0,0.0
11820,0.35833333333333334,0.0,0.215,0.0,0.0,0.0
11850,0.35416666666666663,0.0,0.2125,0.0,0.0,0.0
11880,0.35,0.0,0.21,0.0,0.0,0.0
11910,0.3458333333333333,0.0,0.2075,0.0,0.0,0.0
11940,0.3416666666666667,0.0,0.205,0.0,0.0,0.0
11970,0.3375,0.0,0.20249999999999999,0.0,0.0,0.0
12000,0.33333333333333337,0.0,0.2,0.0,0.0,0.0
12030,0.32916666666666666,0.0,0.1975,0.0,0.0,0.0
12060,0.325,0.0,0.195,0.0,0.0,0.0
12090,0.3208333333333333,0.0,0.1925,0.0,0.0,0.0
12120,0.31666666666666665,0.0,0.19,0.0,0.0,0.0
12150,0.3125,0.0,0.1875,0.0,0.0,0.0
12180,0.30833333333333335,0.0,0.185,0.0,0.0,0.0
12210,0.3041666666666667,0.0,0.1825,0.0,0.0,0.0
12240,0.3,0.0,0.18,0.0,0.0,0.0
12270,0.29583333333333334,0.0,0.1775,0.0,0.0,0.0
12300,0.29166666666666663,0.0,0.175,0.0,0.0,0.0
12330,0.2875,0.0,0.1725,0.0,0.0,0.0
12360,0.2833333333333333,0.0,0.16999999999999998,0.0,0.0,0.0
12390,0.2791666666666667,0.0,0.16749999999999998,0.0,0.0,0.0
12420,0.275,0.0,0.16499999999999998,0.0,0.0,0.0
12450,0.27083333333333337,0.0,0.1625,0.0,0.0,0.0
12480,0.26666666666666666,0.0,0.16,0.0,0.0,0.0
12510,0.2625,0.0,0.1575,0.0,0.0,0.0
12540,0.2583333333333333,0.0,0.155,0.0,0.0,0.0
12570,0.25416666666666665,0.0,0.1525,0.0,0.0,0.0
12600,0.25,0.0,0.15,0.0,0.0,0.0
12630,0.24583333333333335,0.0,0.1475,0.0,0.0,0.0
12660,0.24166666666666664,0.0,0.145,0.0,0.0,0.0
12690,0.2375,0.0,0.1425,0.0,0.0,0.0
12720,0.23333333333333334,0.0,0.13999999999999999,0.0,0.0,0.0
12750,0.22916666666666669,0.0,0.13749999999999998,0.0,0.0,0.0
12780,0.22499999999999998,0.0,0.13499999999999998,0.0,0.0,0.0
12810,0.22083333333333333,0.0,0.1325,0.0,0.0,0.0
12840,0.21666666666666667,0.0,0.13,0.0,0.0,0.0
12870,0.21250000000000002,0.0,0.1275,0.0,0.0,0.0
12900,0.20833333333333331,0.0,0.125,0.0,0.0,0.0
12930,0.20416666666666666,0.0,0.1225,0.0,0.0,0.0
12960,0.2,0.0,0.12,0.0,0.0,0.0
12990,0.19583333333333336,0.0,0.1175,0.0,0.0,0.0
13020,0.19166666666666665,0.0,0.11499999999999999,0.0,0.0,0.0
13050,0.1875,0.0,0.11249999999999999,0.0,0.0,0.0
13080,0.18333333333333335,0.0,0.10999999999999999,0.0,0.0,0.0
13110,0.17916666666666664,0.0,0.10749999999999998,0.0,0.0,0.0
13140,0.175,0.0,0.10499999999999998,0.0,0.0,0.0
13170,0.17083333333333334,0.0,0.10250000000000001,0.0,0.0,0.0
13200,0.16666666666666669,0.0,0.1,0.0,0.0,0.0
13230,0.16249999999999998,0.0,0.0975,0.0,0.0,0.0
13260,0.15833333333333333,0.0,0.095,0.0,0.0,0.0
13290,0.15416666666666667,0.0,0.0925,0.0,0.0,0.0
13320,0.15000000000000002,0.0,0.09,0.0,0.0,0.0
13350,0.14583333333333331,0.0,0.0875,0.0,0.0,0.0
13380,0.14166666666666666,0.0,0.08499999999999999,0.0,0.0,0.0
13410,0.1375,0.0,0.08249999999999999,0.0,0.0,0.0
13440,0.13333333333333336,0.0,0.07999999999999999,0.0,0.0,0.0
13470,0.12916666666666665,0.0,0.07749999999999999,0.0,0.0,0.0
13500,0.125,0.0,0.07499999999999998,0.0,0.0,0.0
13530,0.12083333333333335,0.0,0.07250000000000001,0.0,0.0,0.0
13560,0.11666666666666664,0.0,0.07,0.0,0.0,0.0
13590,0.11249999999999999,0.0,0.0675,0.0,0.0,0.0
13620,0.10833333333333334,0.0,0.065,0.0,0.0,0.0
13650,0.10416666666666669,0.0,0.0625,0.0,0.0,0.0
13680,0.09999999999999998,0.0,0.06,0.0,0.0,0.0
13710,0.09583333333333333,0.0,0.057499999999999996,0.0,0.0,0.0
13740,0.09166666666666667,0.0,0.05499999999999999,0.0,0.0,0.0
13770,0.08750000000000002,0.0,0.05249999999999999,0.0,0.0,0.0
13800,0.08333333333333331,0.0,0.04999999999999999,0.0,0.0,0.0
13830,0.07916666666666666,0.0,0.04749999999999999,0.0,0.0,0.0
13860,0.07500000000000001,0.0,0.044999999999999984,0.0,0.0,0.0
13890,0.07083333333333336,0.0,0.04249999999999998,0.0,0.0,0.0
13920,0.06666666666666665,0.0,0.03999999999999998,0.0,0.0,0.0
13950,0.0625,0.0,0.03749999999999998,0.0,0.0,0.0
